headline,neg,neu,pos,ticker,date
WPP Names Microsoft's Cindy Rose CEO to Lead Make-or-Break Turnaround,0.07222963869571686,0.012943213805556297,0.9148271083831787,MSFT,2025-07-16
The Best Growth Mutual Funds To Fuel Long-Term Capital Growth,0.5523447394371033,0.008627139963209629,0.4390281140804291,MSFT,2025-07-16
Mid-Year Outlook: Stocks Back At Highs,0.8066437840461731,0.16162315011024475,0.031733058393001556,MSFT,2025-07-16
"As Inflation Withers, The Fed Remains Behind The Curve",0.08137937635183334,0.5962491035461426,0.3223715126514435,MSFT,2025-07-16
Microsoft to Axe Thousands of Sales Roles at Fiscal-Year End,0.017242925241589546,0.9075160026550293,0.07524097710847855,MSFT,2025-07-16
Nvidia (NVDA) Could Hit $5 Trillion as Analysts Lift Price Targets,0.885461688041687,0.02793421596288681,0.08660407364368439,MSFT,2025-07-16
"Bernie Sanders Slams Job Cuts, Says AI Should Give Workers More Time Off: 'Instead Of Throwing You Out On The Street...'",0.04959291219711304,0.8841601014137268,0.0662468671798706,MSFT,2025-07-16
Oracle Wins Big in OpenAI's Stargate Push,0.8017102479934692,0.033739421516656876,0.1645503044128418,MSFT,2025-07-16
"Billionaire predicts 'Fantastic 40' companies by 2030, one surprise pick stands out",0.1335703283548355,0.011634938418865204,0.8547946810722351,MSFT,2025-07-16
Nvidia Could Be About To Do Something No Company Has Ever Done,0.03962121531367302,0.06477361172437668,0.895605206489563,MSFT,2025-07-16
"Microsoft, Meta And 3 IPOs Lead This Barrage Of Breakout Stocks To Watch",0.1083836480975151,0.018659790977835655,0.8729565739631653,MSFT,2025-07-16
"Why the S&P 500 could reach 10,000",0.043758101761341095,0.04310420900583267,0.913137674331665,MSFT,2025-07-16
This Under-$5 AI Stock Is Joining the Russell 2000 Index. Should You Buy It Now?,0.056429535150527954,0.02158818207681179,0.9219822883605957,MSFT,2025-07-16
There’s Still an ‘Enormous’ Reason to Buy Nvidia Stock in 2025,0.2197258174419403,0.01239634770900011,0.7678778767585754,MSFT,2025-07-16
This Secret Dividend Formula Crushed Stocks In The ‘Lost Decade’,0.09917119890451431,0.7296581864356995,0.17117062211036682,MSFT,2025-07-16
3 Big AI Dividends Cashing In On The Next Big Leap,0.1420181393623352,0.023246226832270622,0.834735631942749,MSFT,2025-07-16
One Big Beautiful Bill & Job Growth Send Stocks To New Highs,0.5051078796386719,0.34470078349113464,0.15019136667251587,MSFT,2025-07-16
"Down 30%, What's Next For BG Stock?",0.027171146124601364,0.7304598689079285,0.2423689067363739,MSFT,2025-07-16
3 Big Dividends That Could Ease Worries And Lead To Financial Freedom,0.4198402762413025,0.08074408769607544,0.49941566586494446,MSFT,2025-07-16
WOLF Stock To $20?,0.06915077567100525,0.033666856586933136,0.8971824049949646,MSFT,2025-07-16
Is Pinterest Stock A Winner?,0.13984765112400055,0.023411303758621216,0.8367409706115723,MSFT,2025-07-16
Second Quarter Earnings Season Preview,0.066738560795784,0.8119065761566162,0.1213548555970192,MSFT,2025-07-16
Earnings To Watch: Methode Electronics (MEI) Reports Q1 Results Tomorrow,0.14064273238182068,0.020839376375079155,0.8385178446769714,MSFT,2025-07-16
Former TCW Fund Manager Launches New Active Equity ETF,0.09613891690969467,0.014331236481666565,0.889529824256897,MSFT,2025-07-16
What To Expect From Conagra’s (CAG) Q2 Earnings,0.03940630331635475,0.021660778671503067,0.9389329552650452,MSFT,2025-07-16
Why Levi's (LEVI) Stock Is Trading Up Today,0.19911229610443115,0.021589115262031555,0.7792986035346985,MSFT,2025-07-16
"Apple Inc. (AAPL): People Are Tired Of The Stock Buybacks, Says Jim Cramer",0.017467960715293884,0.8822202682495117,0.10031187534332275,AAPL,2025-07-16
Nvidia beats Apple to a $4T valuation as it rides AI wave,0.9138562083244324,0.015059276483952999,0.07108456641435623,AAPL,2025-07-16
"Apple Needs 'Product-Focused CEO,' Say Analysts As Tim Cook Faces Heat Over AI Failures And Innovation Slump",0.014453821815550327,0.9402586817741394,0.04528747871518135,AAPL,2025-07-16
Here's How to Listen to Apple's Upcoming Earnings Call With Tim Cook,0.03662604093551636,0.021021472290158272,0.9423524737358093,AAPL,2025-07-16
JPMorgan cuts Apple stock price target on soft iPhone 17 outlook and delayed AI payoff,0.018456580117344856,0.9300099611282349,0.05153341591358185,AAPL,2025-07-16
"Cathie Wood drops bold message on Apple, Tesla stock",0.038106948137283325,0.09204638004302979,0.8698466420173645,AAPL,2025-07-16
One Apple Bear Just Threw in the Towel With This Upgrade. Is It Time to Buy AAPL Stock?,0.06371519714593887,0.020820684731006622,0.9154641032218933,AAPL,2025-07-16
Analyst Highlights ‘Urgent Risks’ and Threats to Apple (AAPL) Fundamentals,0.111092709004879,0.11116442829370499,0.7777428030967712,AAPL,2025-07-16
Apple (AAPL) Hit With ‘Sell’ Rating Ahead of Earnings Report,0.21536079049110413,0.7212415933609009,0.06339757144451141,AAPL,2025-07-16
Is Apple Stock 'Dead Money' in July 2025? Watch This AAPL Options Indicator Now.,0.02366161346435547,0.15406669676303864,0.8222717046737671,AAPL,2025-07-16
Alibaba Just Released New AI Models for Apple. Does That Make AAPL Stock a Buy?,0.12942232191562653,0.013974785804748535,0.8566029071807861,AAPL,2025-07-16
How to draw a candlestick chart in R? – Both ggplot2 and plotly,0.03302958980202675,0.026034273207187653,0.9409362077713013,AAPL,2025-07-16
"In-Depth Analysis: Apple Versus Competitors In Technology Hardware, Storage & Peripherals Industry",0.4934447407722473,0.013940605334937572,0.4926145672798157,AAPL,2025-07-16
Apple Inc. (AAPL): “What Do We Pay For Apple?” Wonders Jim Cramer,0.03676222264766693,0.030963001772761345,0.9322746992111206,AAPL,2025-07-16
Apple (AAPL) Stock Upgraded to ‘Hold’ by Jefferies — But Analysts Still Cautious on AI,0.9208089113235474,0.04395214840769768,0.03523896262049675,AAPL,2025-07-16
Apple Inc. (AAPL) Adds Tennis To Its List of Supported Sports Ahead of Wimbledon,0.0572962611913681,0.014466614462435246,0.9282371401786804,AAPL,2025-07-16
Apple (AAPL) Staring at €500 Fine in EU over App Store Restrictions,0.035876739770174026,0.9097805619239807,0.054342690855264664,AAPL,2025-07-16
Apple Inc. (AAPL) Opens State-of-the-Art Studio in Los Angeles to Bolster Apple Music,0.8730250597000122,0.010847474448382854,0.11612746119499207,AAPL,2025-07-16
Apple (AAPL) AI Chief Jumps to Meta—Evercore Still Bullish With $250 Target,0.8922168612480164,0.038456711918115616,0.06932643055915833,AAPL,2025-07-16
"Apple Inc. (AAPL): I Will Support It Until It Loses To Samsung, Says Jim Cramer",0.7509633898735046,0.01241801492869854,0.23661856353282928,AAPL,2025-07-16
iPhone 17 May Disappoint—But Apple’s (AAPL) Foldable Future Has Wall Street Watching,0.8408985733985901,0.0619598850607872,0.09714160114526749,AAPL,2025-07-16
"Apple Inc. (AAPL) “Cannot Get Out Of Its Own Way,” Says Jim Cramer",0.09518682956695557,0.5204538106918335,0.3843594193458557,AAPL,2025-07-16
Apple’s Tim Cook Succession Plan Remains Fuzzy as COO Retires,0.016203496605157852,0.5370732545852661,0.4467232823371887,AAPL,2025-07-16
Apple Just Snatched Back the Top Spot in China Smartphone Sales. Should You Buy AAPL Stock Here?,0.15505248308181763,0.013488588854670525,0.8314589858055115,AAPL,2025-07-16
Is AAPL Stock a Buy? Jim Cramer Says ‘Maybe Not’ Unless Apple Does This 1 Surprising Thing.,0.07183540612459183,0.015857243910431862,0.9123073816299438,AAPL,2025-07-16
Equity Prices Rise To Record Levels Even As The Economy Slows,0.905559778213501,0.032636500895023346,0.06180361285805702,AAPL,2025-07-16
Dan Ives Says Apple (AAPL) Must Acquire Perplexity—Here’s Why It’s a ‘No-Brainer’,0.04440031573176384,0.047171466052532196,0.9084282517433167,AAPL,2025-07-16
Apple (AAPL) Gets $235 Price Target from Morgan Stanley After China iPhone Demand Surprises,0.7699242234230042,0.02783593162894249,0.20223979651927948,AAPL,2025-07-16
Apple Inc. (AAPL) Revamps App Store Policies In EU To Avoid Fines,0.055202629417181015,0.5842109322547913,0.3605864644050598,AAPL,2025-07-16
UBS Keeps $210 Target on Apple (AAPL) — China Still Key in Supply Chain,0.6304798126220703,0.03640910983085632,0.3331111967563629,AAPL,2025-07-16
AAPL investors have opportunity to lead Apple securities fraud lawsuit,0.07398675382137299,0.028232943266630173,0.8977802991867065,AAPL,2025-07-16
What Gives Apple (AAPL) a Competitive Edge?,0.0824907124042511,0.018939197063446045,0.8985700607299805,AAPL,2025-07-16
Apple (AAPL) Stock Pulled Back Along with Other Tech Players,0.03563771769404411,0.935717761516571,0.028644520789384842,AAPL,2025-07-16
Argus Says ‘Buy’ Apple (AAPL)—Cites Ecosystem and Product Momentum,0.13089515268802643,0.012830633670091629,0.8562742471694946,AAPL,2025-07-16
Concentrated Stock Positions: Compounding Versus Risk,0.0760863870382309,0.33533549308776855,0.5885781049728394,AAPL,2025-07-16
Broadcom Stock Called 'Top Pick.' Here's Why.,0.11609888076782227,0.015509292483329773,0.8683918714523315,AAPL,2025-07-16
Microsoft Isn't in the '$4 Trillion Club'—Yet,0.030575037002563477,0.041793763637542725,0.9276311993598938,AAPL,2025-07-16
"Meta Platforms Enticed Apple AI Executive With $200M Pay Package, Report Says",0.8081516623497009,0.013334845192730427,0.17851337790489197,AAPL,2025-07-16
Alphabet Is Undervalued. Should You Buy GOOGL Stock Here?,0.0611109584569931,0.01857200637459755,0.9203170537948608,AAPL,2025-07-16
"Apple considers theatrical distribution unit amid ‘F1’ bet, WSJ reports",0.04536871612071991,0.0383354052901268,0.9162958860397339,AAPL,2025-07-16
3 Ways To Profit With Big Tech Back In The Driver’s Seat,0.18893073499202728,0.017356934025883675,0.7937123775482178,AAPL,2025-07-16
Today in Apple history: John Sculley steps down as Apple CEO,0.016694825142621994,0.6070132255554199,0.37629199028015137,AAPL,2025-07-16
Goldman Sachs reiterates ‘Buy’ rating on Apple stock,0.07785619795322418,0.024748511612415314,0.8973953127861023,AAPL,2025-07-16
Why Investors Should Reconsider Buying the Dip on Apple Stock (AAPL),0.04432014748454094,0.04479411989450455,0.9108856916427612,AAPL,2025-07-16
Apple (AAPL) May Use OpenAI or Anthropic to Power the Next Siri,0.0755525603890419,0.00959048978984356,0.9148569703102112,AAPL,2025-07-16
Gene Munster Explains Two Potential Growth Catalysts for Apple (AAPL) Stock,0.6094571948051453,0.009330018423497677,0.3812127709388733,AAPL,2025-07-16
Apple Inc. (AAPL): Jim Cramer Peppers Trump Rep Peter Navarro With Hard Hitting Questions!,0.07269030809402466,0.18065635859966278,0.7466533184051514,AAPL,2025-07-16
"Wedbush Reiterates $270 Target on Apple (AAPL), Citing Hopes for AI Execution",0.31088075041770935,0.08366846293210983,0.6054508090019226,AAPL,2025-07-16
Is Apple Looking To Catch Up In AI With Big Deal?,0.2364129275083542,0.012745224870741367,0.7508418560028076,AAPL,2025-07-16
Anti-DEI Firm Postpones Tesla ETF Over Musk Announcement,0.017797714099287987,0.8214385509490967,0.16076363623142242,AAPL,2025-07-16
"Up Nearly 23% in 2025, Is Meta Platforms Still the Best AI Stock to Buy?",0.2579468786716461,0.00900350883603096,0.7330496311187744,AAPL,2025-07-16
How High Can Nvidia Stock Go as Jensen Huang Heads to China?,0.1194460466504097,0.030217457562685013,0.850336492061615,AAPL,2025-07-16
Apple supplier Jabil plans $500M venture to build AI data centers,0.2668094336986542,0.007472580764442682,0.7257180213928223,AAPL,2025-07-16
"After 14 years and 140,000x gains, fortune worth billions surfaces this Fourth of July",0.1571623533964157,0.018007075414061546,0.8248305916786194,AAPL,2025-07-16
Nvidia Just Became the First $4 Trillion Company in the World. Should You Buy NVDA Stock?,0.05664529651403427,0.014733728021383286,0.9286209344863892,AAPL,2025-07-16
NVIDIA (NVDA) Reaffirmed as Top Pick by Morgan Stanley,0.8183290362358093,0.015247493982315063,0.16642343997955322,AAPL,2025-07-16
Delta Air Lines Earnings Could Be Smooth on the Surface--But Analysts Warn of Trouble Beneath,0.02236577495932579,0.9519264101982117,0.025707699358463287,AAPL,2025-07-16
Apple、開発者向けに「macOS 15.6 Sequoia」や「iOS/iPadOS 18.6」、「visionOS 2.6」のBeta 1を公開。,0.05800928175449371,0.0563751719892025,0.8856155276298523,AAPL,2025-07-16
Amazon、Amazon Music Unlimited会員向けにAudibleから毎月1冊のオーディオブックを提供。,0.06894280761480331,0.018419969826936722,0.9126372337341309,AAPL,2025-07-16
Xiaomi、Home Screen+でXiaomiスマートフォンのモバイルアプリをデスクトップ上に表示＆利用できるようになった「Xiaomi Interconnectivity forMac v1.7.200」をリリース。,0.04100900888442993,0.04134894162416458,0.9176419973373413,AAPL,2025-07-16
QEMU v10.0やmacOS 26 Tahoe/iOS 26でのLiquid Glass、Appleの新しいイメージフォーマットASIFをサポートした「UTM v4.7.0」のBeta版が公開。,0.04847502335906029,0.04264809563755989,0.9088768362998962,AAPL,2025-07-16
Apple、開発者向けに「macOS 15.6 Sequoia」や「iOS/iPadOS 18.6」、「visionOS 2.6」のBeta 3を公開。,0.058041561394929886,0.058468062430620193,0.8834903836250305,AAPL,2025-07-16
米Spigen、iMac G3風デザインのiPhone/AirPods用ケースなどを揃えるClassic C1シリーズから、Apple Watchワイヤレス充電器用ケース「Apple Watch Classic C1 Charger Stand」を発売。,0.13309095799922943,0.02246358059346676,0.8444454669952393,AAPL,2025-07-16
Apple、AFPを将来のmacOSで廃止するのに伴い「AirMac Extremeベースステーション」や「Time Capsule」、「Time Machine over AFP」でのTime Machineバックアップを非推奨とすると発表。,0.40358537435531616,0.07333718240261078,0.5230774283409119,AAPL,2025-07-16
Microsoft、パスワード管理アプリ「Authenticator for iOS/Android」で7月中にオートフィル機能を廃止するとユーザーに通知。,0.09793802350759506,0.02404564432799816,0.8780162930488586,AAPL,2025-07-16
Amazonプライムデー先行セールで、OWCのSSDドライブ「Express 1M2」やThunderbolt 4対応ドック「Thunderbolt Dock」や「Thunderbolt 4 Hub」などが特別価格で販売中。,0.21751058101654053,0.06568092852830887,0.7168084979057312,AAPL,2025-07-16
CrossOver for Macの次期アップデートではWine 10.10やD3DMetal 3.0が導入され、MacでもClair Obscur: Expedition 33などがプレイ可能に。,0.07369250059127808,0.018714264035224915,0.9075931906700134,AAPL,2025-07-16
Parallels、Windows/Linux仮想マシンでの機能の改善や不具合を修正した「Parallels Desktop for Mac App Store Edition v1.20.4」をリリース。,0.059024736285209656,0.0372028611600399,0.9037724733352661,AAPL,2025-07-16
Apple Silicon MacでのマルチトラックビデオやWindows on Armをサポートしたライブ配信アプリ「OBS Studio v31.1.0」がリリース。,0.10319910943508148,0.02192324958741665,0.8748775720596313,AAPL,2025-07-16
Aniplex、BIOHAZARDを題材にしたストラテジーゲーム「BIOHAZARD Survival Unit for iPhone/Android」の予約注文を開始。,0.05758170038461685,0.026795316487550735,0.9156229496002197,AAPL,2025-07-16
Amazonプライムデーセールで、AnkerのThunderbolt 5ドック「Anker Prime ドッキングステーション」やOWCの「Thunderbolt 5 Hub」、CalDigitの「TS4」などが過去最安価格で販売中。,0.1527574509382248,0.04186611995100975,0.8053764700889587,AAPL,2025-07-16
"Apple、シリンダー型デザインの「Mac Pro (Late 2013)」や2019年発売の「MacBook Air (Retina, 13-inch)」、「iMac (Retina 5K, 27-inch)」、「iPad Pro 11インチ」などをビンテージ製品に追加。",0.05549381673336029,0.0417206846177578,0.9027854800224304,AAPL,2025-07-16
Amazonプライムデーセールで、SpigenのAirPodsやiPhone/iPad、Apple Watch、Mac mini用ケースやアクセサリーが特別価格で販売中。,0.09498479217290878,0.016807418316602707,0.888207733631134,AAPL,2025-07-16
Apple Silicon Macでx86エミュレーションモードを利用しWindows 10 22H2/Server 2019仮想マシンの作成と実行をサポートした「Parallels Desktop for Mac v20.4.0」がリリース。,0.09320162236690521,0.03563745692372322,0.8711609244346619,AAPL,2025-07-16
"Barclays bearish on Apple stock: iPhone is ‘ex-growth,’ and Mac, iPad, Vision Pro are irrelevant",0.052170976996421814,0.10430387407541275,0.8435251712799072,AAPL,2025-07-16
CalDigit Japan、USB-A/-CやSDカードリーダー、DisplayPort、10GbEなど合計20ポートを搭載したThunderbolt 5ドック「TS5 Plus」の予約注文を開始。,0.06626373529434204,0.028559312224388123,0.9051769375801086,AAPL,2025-07-16
ORICO、Mac ProデザインのMac mini (2024)用アルミスタンド「ORICO MiniPro for Mac mini M4」を発売。,0.07024270296096802,0.028080284595489502,0.9016770124435425,AAPL,2025-07-16
Polysoft、Apple M3 Ultra/M4 Maxチップを搭載した「Mac Studio (2025)」を最大16TBまでアップグレードできるSSDモジュール「Studio Drive M3/M4」を発売。,0.3803524971008301,0.11423595249652863,0.5054115056991577,AAPL,2025-07-16
Spigen Japan、iMac G3デザインのClassic C1シリーズからApple Watchワイヤレス充電器対応の「Spigen Apple Watch Classic C1 充電スタンド」を発売。,0.074346162378788,0.03262179344892502,0.8930320143699646,AAPL,2025-07-16
Amazonプライムデーセールで、Adobe CCコンプリートの新規購入者対象キャンペーンやMicrosoft 365、Parallels Desktop、Dropbox Plusなどのサブスクリプションが特別価格で販売中。,0.12657517194747925,0.021416403353214264,0.8520084023475647,AAPL,2025-07-16
